timestamp,rel_offset_s,category,message
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_APP_"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_APP_"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_THRE"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_Taxi"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_Taxi"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_Taxi"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_Taxi"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_Taxi"
1773666385.331,2129.1,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_Taxi"
1773666395.147,2138.9,DSF,"+51+007.dsf (51ms)"
1773666395.281,2139.0,DSF,"+51+007.dsf (130ms)"
